file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,64,css,66e53f87,vmlau,2025-10-10,16:54:05,-07:00,2025-10-10T16:54:05-07:00,0,0
style.css,65,css,9e2d7d95,vmlau,2025-10-10,17:00:06,-07:00,2025-10-10T17:00:06-07:00,0,0
style.css,66,css,66e53f87,vmlau,2025-10-10,16:54:05,-07:00,2025-10-10T16:54:05-07:00,0,5
style.css,67,css,66e53f87,vmlau,2025-10-10,16:54:05,-07:00,2025-10-10T16:54:05-07:00,1,12
style.css,68,css,44aa6dad,vmlau,2025-10-10,21:17:19,-07:00,2025-10-10T21:17:19-07:00,1,29
style.css,69,css,c557862e,vmlau,2025-10-10,20:56:50,-07:00,2025-10-10T20:56:50-07:00,1,18
style.css,70,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,1,18
style.css,71,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,1,19
style.css,72,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,0,0
style.css,73,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,0,0
style.css,74,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,0,9
style.css,75,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,0,13
style.css,76,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,1,10
style.css,77,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,1,21
style.css,78,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,0,0
style.css,79,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,0,0
style.css,80,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,0,11
style.css,81,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,1,18
style.css,82,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,1,10
style.css,83,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,1,20
style.css,84,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,0,0
style.css,85,css,d1f7f26a,vmlau,2025-10-10,21:08:22,-07:00,2025-10-10T21:08:22-07:00,0,0
style.css,86,css,9f906fd0,vmlau,2025-10-10,19:11:42,-07:00,2025-10-10T19:11:42-07:00,0,9
style.css,87,css,9f906fd0,vmlau,2025-10-10,19:11:42,-07:00,2025-10-10T19:11:42-07:00,1,12
style.css,88,css,9d06ba80,vmlau,2025-10-10,20:36:07,-07:00,2025-10-10T20:36:07-07:00,1,57
style.css,89,css,7fdbdc55,vmlau,2025-10-10,20:51:29,-07:00,2025-10-10T20:51:29-07:00,1,7
style.css,90,css,6b01cdf8,vmlau,2025-10-10,20:34:50,-07:00,2025-10-10T20:34:50-07:00,1,17
style.css,91,css,0dc43e6a,vmlau,2025-10-10,19:27:02,-07:00,2025-10-10T19:27:02-07:00,0,0
style.css,92,css,0dc43e6a,vmlau,2025-10-10,19:27:02,-07:00,2025-10-10T19:27:02-07:00,0,0
style.css,93,css,606a90b1,vmlau,2025-10-10,19:36:07,-07:00,2025-10-10T19:36:07-07:00,0,17
style.css,94,css,6b01cdf8,vmlau,2025-10-10,20:34:50,-07:00,2025-10-10T20:34:50-07:00,1,12
style.css,95,css,7fdbdc55,vmlau,2025-10-10,20:51:29,-07:00,2025-10-10T20:51:29-07:00,1,26
style.css,96,css,7fdbdc55,vmlau,2025-10-10,20:51:29,-07:00,2025-10-10T20:51:29-07:00,1,15
style.css,97,css,7fb39d2d,vmlau,2025-10-10,19:57:34,-07:00,2025-10-10T19:57:34-07:00,1,7
style.css,98,css,0dc43e6a,vmlau,2025-10-10,19:27:02,-07:00,2025-10-10T19:27:02-07:00,0,0
style.css,99,css,0dc43e6a,vmlau,2025-10-10,19:27:02,-07:00,2025-10-10T19:27:02-07:00,0,0
style.css,100,css,9c2f3c9a,vmlau,2025-10-10,20:37:25,-07:00,2025-10-10T20:37:25-07:00,0,13
style.css,101,css,9c2f3c9a,vmlau,2025-10-10,20:37:25,-07:00,2025-10-10T20:37:25-07:00,1,14
style.css,102,css,9c2f3c9a,vmlau,2025-10-10,20:37:25,-07:00,2025-10-10T20:37:25-07:00,1,10
style.css,103,css,9c2f3c9a,vmlau,2025-10-10,20:37:25,-07:00,2025-10-10T20:37:25-07:00,1,11
style.css,104,css,9c2f3c9a,vmlau,2025-10-10,20:37:25,-07:00,2025-10-10T20:37:25-07:00,1,13
style.css,105,css,9c2f3c9a,vmlau,2025-10-10,20:37:25,-07:00,2025-10-10T20:37:25-07:00,0,0
style.css,106,css,9c2f3c9a,vmlau,2025-10-10,20:37:25,-07:00,2025-10-10T20:37:25-07:00,0,0
style.css,107,css,7fdbdc55,vmlau,2025-10-10,20:51:29,-07:00,2025-10-10T20:51:29-07:00,0,22
style.css,108,css,7fdbdc55,vmlau,2025-10-10,20:51:29,-07:00,2025-10-10T20:51:29-07:00,1,15
style.css,109,css,7fdbdc55,vmlau,2025-10-10,20:51:29,-07:00,2025-10-10T20:51:29-07:00,1,17
style.css,110,css,7fdbdc55,vmlau,2025-10-10,20:51:29,-07:00,2025-10-10T20:51:29-07:00,0,0
style.css,111,css,7fdbdc55,vmlau,2025-10-10,20:51:29,-07:00,2025-10-10T20:51:29-07:00,0,0
style.css,112,css,7fdbdc55,vmlau,2025-10-10,20:51:29,-07:00,2025-10-10T20:51:29-07:00,0,2
style.css,113,css,7fdbdc55,vmlau,2025-10-10,20:51:29,-07:00,2025-10-10T20:51:29-07:00,1,14
style.css,114,css,7fdbdc55,vmlau,2025-10-10,20:51:29,-07:00,2025-10-10T20:51:29-07:00,0,0
style.css,115,css,7fdbdc55,vmlau,2025-10-10,20:51:29,-07:00,2025-10-10T20:51:29-07:00,0,0
style.css,116,css,6b01cdf8,vmlau,2025-10-10,20:34:50,-07:00,2025-10-10T20:34:50-07:00,0,2
style.css,117,css,0dc43e6a,vmlau,2025-10-10,19:27:02,-07:00,2025-10-10T19:27:02-07:00,1,8
style.css,118,css,93778cf8,vmlau,2025-10-10,21:28:35,-07:00,2025-10-10T21:28:35-07:00,0,0
style.css,119,css,93778cf8,vmlau,2025-10-10,21:28:35,-07:00,2025-10-10T21:28:35-07:00,0,0
style.css,120,css,aab4326d,vmlau,2025-10-10,21:39:44,-07:00,2025-10-10T21:39:44-07:00,0,15
style.css,121,css,4b07baf6,vmlau,2025-10-10,21:48:31,-07:00,2025-10-10T21:48:31-07:00,1,80
style.css,122,css,aab4326d,vmlau,2025-10-10,21:39:44,-07:00,2025-10-10T21:39:44-07:00,1,17
style.css,123,css,aab4326d,vmlau,2025-10-10,21:39:44,-07:00,2025-10-10T21:39:44-07:00,1,12
style.css,124,css,aab4326d,vmlau,2025-10-10,21:39:44,-07:00,2025-10-10T21:39:44-07:00,1,18
style.css,125,css,aab4326d,vmlau,2025-10-10,21:39:44,-07:00,2025-10-10T21:39:44-07:00,1,67
style.css,126,css,7aea2030,vmlau,2025-10-10,21:50:49,-07:00,2025-10-10T21:50:49-07:00,0,0
style.css,127,css,7aea2030,vmlau,2025-10-10,21:50:49,-07:00,2025-10-10T21:50:49-07:00,0,0
style.css,128,css,7aea2030,vmlau,2025-10-10,21:50:49,-07:00,2025-10-10T21:50:49-07:00,0,18
style.css,129,css,7aea2030,vmlau,2025-10-10,21:50:49,-07:00,2025-10-10T21:50:49-07:00,1,25
style.css,130,css,0c967df6,vmlau,2025-10-10,21:52:06,-07:00,2025-10-10T21:52:06-07:00,1,39
style.css,131,css,48ea40c5,vmlau,2025-10-10,21:53:46,-07:00,2025-10-10T21:53:46-07:00,1,17
style.css,132,css,cccce766,vmlau,2025-10-16,17:25:38,-07:00,2025-10-16T17:25:38-07:00,0,0
style.css,133,css,cccce766,vmlau,2025-10-16,17:25:38,-07:00,2025-10-16T17:25:38-07:00,0,0
style.css,134,css,cccce766,vmlau,2025-10-16,17:25:38,-07:00,2025-10-16T17:25:38-07:00,0,13
style.css,135,css,cccce766,vmlau,2025-10-16,17:25:38,-07:00,2025-10-16T17:25:38-07:00,1,17
style.css,136,css,cccce766,vmlau,2025-10-16,17:25:38,-07:00,2025-10-16T17:25:38-07:00,1,8
style.css,137,css,cccce766,vmlau,2025-10-16,17:25:38,-07:00,2025-10-16T17:25:38-07:00,1,10
style.css,138,css,cccce766,vmlau,2025-10-16,17:25:38,-07:00,2025-10-16T17:25:38-07:00,1,13
style.css,139,css,cccce766,vmlau,2025-10-16,17:25:38,-07:00,2025-10-16T17:25:38-07:00,1,19
style.css,140,css,cccce766,vmlau,2025-10-16,17:25:38,-07:00,2025-10-16T17:25:38-07:00,1,11
style.css,141,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,0,0
style.css,142,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,0,0
style.css,143,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,0,17
style.css,144,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,2,12
style.css,145,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,2,36
style.css,146,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,2,28
style.css,147,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,2,15
style.css,148,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,0,0
style.css,149,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,0,0
style.css,150,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,0,17
style.css,151,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,2,10
style.css,152,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,2,16
style.css,153,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,2,17
style.css,154,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,0,0
style.css,155,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,0,0
style.css,156,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,0,17
style.css,157,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,2,10
style.css,158,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,2,8
style.css,159,css,f2c61efb,vmlau,2025-10-25,18:45:55,-07:00,2025-10-25T18:45:55-07:00,2,17
style.css,160,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,161,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,162,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,18
style.css,163,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,14
style.css,164,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,16
style.css,165,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,16
style.css,166,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,74
style.css,167,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,13
style.css,168,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,10
style.css,169,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,14
style.css,170,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,171,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,172,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,10
style.css,173,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,12
style.css,174,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,8
style.css,175,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,60
style.css,176,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,58
style.css,177,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,17
style.css,178,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,179,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,180,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,18
style.css,181,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,50
style.css,182,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,59
style.css,183,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,184,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,185,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,20
style.css,186,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,10
style.css,187,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,20
style.css,188,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,18
style.css,189,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,29
style.css,190,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,17
style.css,191,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,192,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,193,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,19
style.css,194,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,19
style.css,195,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,18
style.css,196,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,10
style.css,197,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,198,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,199,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,12
style.css,200,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,12
style.css,201,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,18
style.css,202,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,9
style.css,203,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,204,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,205,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,7
style.css,206,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,12
style.css,207,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,57
style.css,208,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,35
style.css,209,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,17
style.css,210,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,15
style.css,211,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,14
style.css,212,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,10
style.css,213,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,214,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,215,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,67
style.css,216,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,28
style.css,217,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,12
style.css,218,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,21
style.css,219,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,57
style.css,220,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,8
style.css,221,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,18
style.css,222,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,223,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,224,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,39
style.css,225,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,10
style.css,226,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,14
style.css,227,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,21
style.css,228,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,229,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,230,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,17
style.css,231,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,16
style.css,232,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,2,11
style.css,233,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,1,0
style.css,234,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,235,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,0
style.css,236,css,458b3ee6,vmlau,2025-10-31,21:00:44,-07:00,2025-10-31T21:00:44-07:00,0,4
